"股票代號","股票名稱","年度","中文簡稱","英文簡稱","公司名稱","英文名稱","地址","電話","傳真機號碼","註冊地國名","訴訟代理人","訴訟代理人電話","訴訟代理人地址","實收資本額(百萬)","成立日期","上市日期","上櫃日期","興櫃日期","公發日期","存續年度","董事長","總經理","發言人","發言人職稱","上市上櫃","網址","電子信箱","股票過戶機構","股務代理電話","產業代號","產業名稱","英文產業名稱","產業指數代號","產業指數名稱","指數彙編分類代號","指數彙編分類","經營項目","國際證券編碼","統一編號","交易所公告股本(千)","交易所普通股股本(千)","交易所特別股股本(千)","交易所普通股股數(千)","交易所特別股股數(千)","普通股每股面額(元)","每股幣別","公告採用匯率","簽證會計師事務所","前年度內銷比重(%)","前年度外銷比重(%)","員工人數(人)"
"2059","川湖","2020","川湖","king slide","川湖科技股份有限公司","KING SLIDE WORKS CO.LTD","高雄市路竹區順安路275巷136號","(07)9599688","(07)6967018","","","","","953","19860922","20080625","20050428","20040625","20000718","15","林聰吉","林淑珍","王俊強","執行副總","1","http://www.kingslide.com","ir@kingslide.com","中國信託商業銀行代理部","(02)6636-5566","28","電子–電子零組件","Electronic Parts/Components","TWB37","電子零組件","C23280","電子中游-其他","研發、設計、製造和銷售伺服器等用導軌及其週邊零組件生產及買賣、鉸鏈(筆記型電腦鉸鏈)及其零組件之製造生產及買賣、滑軌之製造生產及買賣","TW0002059003","22274989","952970.72","952970.72","","95297.072","","10","NTD","","勤業眾信聯合會計師事務所","27.87","72.13","1105"
"2061","風青","2020","風青","FENG CHING","風青實業股份有限公司","FENG CHING METAL CORPORATION","高雄市苓雅區新光路38號30樓之4","07-2693339","07-2693515","","","","","469","19940910","","20101209","20050307","20040914","10","陳福得","陳福得","蔡玉賢","稽核主管","2","http://www.fcm.com.tw","r7873942@ms23.hinet.net","中國信託商業銀行代理部","02-66365566","6","電器電纜","Electrical and Cable","TWC13","OTC電器電纜","C16010","傳產-電線電纜","銅材、銅線、漆包線之製造加工買賣業務、電子材料批發業、一般貿易業務(許可業務除外)","TW0002061009","89260422","469287.58","469287.58","","46928.758","","10","NTD","","資誠聯合會計師事務所","0.79","99.21","101"
"2062","橋椿","2020","橋椿","SSM","橋椿金屬股份有限公司","SUNSPRING METAL CORPORATION","台中市市政路386號22樓~23樓","04-22582062","04-25658889","","","","","1630","19840709","20071116","","20061214","20061117","13","楊慶祺","楊慶祺","楊淑絹","執行長室資深特助","1","http://www.sunspring.com.tw","ir@sunspring.com.tw","元大證券股份有限公司","(02)2586-5859","20","其他","Others","TWB99","其他類","C29020","傳產-其他","廚浴水龍頭零配件93.54%(水管開關配件、閘門凡而、考克、水道衛生器材、各種銅器等之製造加工及買賣)","TW0002062007","59353423","1630141.52","1630141.52","","163014.152","","10","NTD","","勤業眾信聯合會計師事務所","17.65","82.35","4624"
"2063","世鎧","2020","世鎧","SHEH KAI","世鎧精密股份有限公司","SHEH KAI PRECISION CO.LTD","高雄市岡山區本洲里本工一路一號","07-6225669","07-6230964","","","","","450","19920428","","20100907","20090428","20081202","10","杜泰源","林上安","林上安","總經理","2","http://www.shehkai.com.tw","roger@shehkai.com.tw","永豐金證券股份有限公司","02-23816288","10","鋼鐵工業","Iron and Steel","TWC15","OTC鋼鐵類","C20010","傳產-鋼鐵","螺絲、螺帽、螺絲釘及鉚釘等製品製造業、金屬線製品製造業","TW0002063005","86637206","450000","450000","","45000","","10","NTD","","勤業眾信聯合會計師事務所","36.78","63.22","307"
"2064","晉椿","2020","晉椿","CAMELLIA","晉椿工業股份有限公司","CAMELLIA METAL CO.LTD.","50544彰化縣鹿港鎮鹿工路24號","04-7810000","04-7810099","","","","","696","19710510","","20141226","20111021","20110711","5","陳譽","陳譽","陳譽","執行長","2","http://www.camelliametal.com","cametal.taiwan@msa.hinet.net","群益金鼎證券股份有限公司","02-27035000","10","鋼鐵工業","Iron and Steel","TWC15","OTC鋼鐵類","C20010","傳產-鋼鐵","快削鋼、磨光鋼、棒鋼、中碳鋼、鋼線、鐵線、不鏽鋼材等買賣、鐵絲、鐵釘製品之製造加工、各項有關產品之買賣進出口貿易","TW0002064003","30826319","696300","696300","","69630","","10","NTD","","安侯建業聯合會計師事務所","55.51","44.49","192"
"2065","世豐","2020","世豐","SF","世豐螺絲股份有限公司","Sheh Fung Screws Co.Ltd","(82547)高雄市橋頭區頂鹽里復興西路810號","07-6116116","07-6197589","","","","","421","19730809","","20170421","20160317","20110914","3","杜泰源","陳駿彥","陳秀珠","協理","2","http://www.shehfung.com","investor@shehfung.com","富邦綜合證券股份有限公司","02-23611300","10","鋼鐵工業","Iron and Steel","TWC15","OTC鋼鐵類","C20010","傳產-鋼鐵","各種螺絲、木質螺絲普通木螺釘及有關固定物製造加工買賣、各種有關螺絲機械之製造及加工買賣、表面處理、熱處理及伸線製造及買賣業務、","TW0002065000","31213886","420956.12","420956.12","","42095.612","","10","NTD","","安侯建業聯合會計師事務所","6.12","93.88","307"
"2066","世德","2020","世德","SUMEEKO","世德工業股份有限公司","Sumeeko Industries Co. Ltd.","高雄市大寮區(831)大發工業區華西路20號","07-7889168","07-7887868","","","","","365","19880129","","20130924","20111101","20110930","7","陳光裕","吳森富","顏蘋","財務長","2","http://www.sumeeko.com","invest@sumeeko.com","台新國際商銀股務代理部","02-25048125","5","電機機械","Electric Machinery","TWC12","OTC機械類","C22020","傳產-汽車零組件","汽車、機械用之特殊零件、配件生產及研發、汽車用之標準扣件(有螺紋及無螺紋產品)、電子、建築、家具及其他產業用之有螺紋扣件產品","TW0002066008","22546808","365028.7","365028.7","","36502.87","","10","NTD","","安侯建業聯合會計師事務所","1.32","98.68","389"
"2067","嘉鋼","2020","嘉鋼","CYSTEEL","嘉鋼精密工業股份有限公司","CHIA YI STEEL CO. LTD","(62155)嘉義縣民雄鄉民雄工業區成功二街21號","(05)2211411","(05)2208033","","","","","451","19740411","","20140526","20121105","20120820","6","曹光照","曹恆健","曹恆健","總經理","2","http://www.cysteel.com.tw/","abby@cysteel.com.tw","華南永昌綜合證券股份有限公司","(02)2718-6425","5","電機機械","Electric Machinery","TWC12","OTC機械類","C15010","傳產-電機","各種鑄鐵之鑄造及加工買賣業、金屬原物料之買賣業務、前各項產品之進出口業務","TW0002067006","66402912","451381.77","451381.77","","45138.177","","10","NTD","","勤業眾信聯合會計師事務所","5.2","94.8","341"
"2069","運錩","2020","運錩","YC","運錩鋼鐵股份有限公司","YUEN CHANG STAINLESS STEEL CO. LTD","高雄市前金區中正四路235號13樓之一","(07)969-5858","(07)968-5768","","","","","1564","19870724","20160322","","20150205","20141117","4","顏德和","顏德威","顏德威","總經理","1","http://www.yuenchang.com.tw","info@yuenchang.com.tw","台新國際商業銀行股務代理部","(02)2504-8125","10","鋼鐵工業","Iron and Steel","TWB20","鋼鐵類","C20010","傳產-鋼鐵","不銹鋼板、捲裁切、不銹鋼捲分條、不銹鋼板表面處理","TW0002069002","22533297","1563868.36","1563868.36","","156386.836","","10","NTD","","勤業眾信聯合會計師事務所","49.17","50.83","584"
"2070","精湛","2020","精湛","Ching Chan","精湛光學科技股份有限公司","Ching Chan Optical Technology Co. Ltd.","高雄市湖內區忠孝街110巷58號","07-6937937","07-6937772","","","","","358","19940921","","20181217","20160406","20151021","1","吳俊男","吳俊男","瞿淑婷","財務部經理","2","http://www.ccm3s.com/","ccm@ccm3s.com","福邦證券股份有限公司","02-2383-6888","5","電機機械","Electric Machinery","TWC12","OTC機械類","C15010","傳產-電機","機器設備製造業、其他","TW0002070000","89855649","357828","357828","","35782.8","","10","NTD","","資誠聯合會計師事務所","26.63","73.37","214"
"2101","南港","2020","南港","NK","南港輪胎股份有限公司","NANKANG RUBBER TIRE CORP.LTD.","台北市大安區仁愛路三段136號6樓608室","27071000","27065993","","","","","8339","19590225","19631101","","","","57","張昌平","詹彩雲","郭美航","財務部經理","1","http://www.nankang-tyre.com","n608@ms14.hinet.net","元大證券股份有限公司","(02)2586-5859","11","橡膠工業","Rubber","TWB21","橡膠類","C21010","傳產-橡膠","輪胎生產、輪胎銷售","TW0002101003","11520909","8339349.04","8339349.04","","833934.904","","10","NTD","","正風聯合會計師事務所","4.21","95.79","1375"
"2102","泰豐","2020","泰豐","FEDERAL CORP","泰豐輪胎股份有限公司","FEDERAL CORPORATION","桃園市中壢區中華路二段369號","03-4522156","03-4616357","","","","","4733","19551123","19790716","","","","41","馬述健","陳重義","吳凌雲","副總經理","1","http://www.federalcorporation.com/","williamwu@federaltire.com.tw","元大證券股份有限公司","02-2586-5859","11","橡膠工業","Rubber","TWB21","橡膠類","C21010","傳產-橡膠","製造汽車輪胎、三角膠帶、平面膠帶、運輸膠帶、環型帶、軍用戰、車履帶、帆布特種膠帶、橡膠管以及其他橡膠製品、並批發、零售、之運銷業務、","TW0002102001","44721408","4733292.07","4733292.07","","473329.207","","10","NTD","","資誠聯合會計師事務所","8.4","91.6","1267"
"2103","台橡","2020","台橡","TSRC","台橡股份有限公司","TSRC CORPORATION","高雄市大社區興工路2號","07-3513811","07-3514705","","","","","8257","19731122","19820925","","","","38","殷琪","蔡偉強","王文淵","副總經理","1","http://www.tsrc.com.tw","spokesman@tsrc-global.com","永豐金證券股份有限公司","02-23816288","11","橡膠工業","Rubber","TWB21","橡膠類","C21010","傳產-橡膠","SBR、BR、TPE、TPR橡膠、上述產品之製造及其有關原物料及加工製品之進出口及銷售、生產及銷售汽電共生所產生之蒸汽及工商業用電、","TW0002103009","03553737","8257099.78","8257099.78","","825709.978","","10","NTD","","安侯建業聯合會計師事務所","67.66","32.34","1619"
"2104","國際中橡","2020","國際中橡","CSRC","國際中橡投資控股股份有限公司","International CSRC Investment Holdings Co.","台北市中山北路二段113號8樓","02-2531-6556","02-25316558","","","","","9847","19730615","19860715","","","","34","辜公怡","黃柏松","黃柏松","總經理","1","http://www.csrcgroup.com","sinclair.huang@csrcgroup.com","中國信託商業銀行代理部","02-6636-5566","11","橡膠工業","Rubber","TWB21","橡膠類","C21010","傳產-橡膠","一般投資業","TW0002104007","04382114","9847336.25","9847336.25","","984733.625","","10","NTD","","勤業眾信聯合會計師事務所","10.53","89.47","2363"
"2105","正新","2020","正新","CST","正新橡膠工業股份有限公司","Cheng Shin Rubber Ind. Co. Ltd.","彰化縣大村鄉黃厝村美港路215號","(04)8525151","(04)8526468","","","","","32414","19691219","19871207","","","","33","陳榮華","陳榮華","羅永勵","財務部副總經理","1","http://www.cst.com.tw","CST001@MS1.HINET.NET","元大證券股份有限公司股務代理部","(02)25865859","11","橡膠工業","Rubber","TWB21","橡膠類","C21010","傳產-橡膠","輪胎橡膠製品等","TW0002105004","59504506","32414155.36","32414155.36","","3241415.536","","10","NTD","","資誠聯合會計師事務所","64.63","35.37","29154"
"2106","建大","2020","建大","KENDA","建大工業股份有限公司","KENDA RUBBER INDUSTRIAL CO. LTD","彰化縣員林市中山路一段一四六號","04-8345171","04-8331865","","","","","9094","19620330","19901220","","","19850820","30","楊啟仁","陳昭榮","劉桂君","協理","1","http://www.kendatire.com","f1300@kenda.com.tw","中信銀代理部","02-66365566","11","橡膠工業","Rubber","TWB21","橡膠類","C21010","傳產-橡膠","各類橡膠輪胎之製造、批發、零售","TW0002106002","59619900","9094100","9094100","","909410","","10","NTD","","勤業眾信聯合會計師事務所","4.19","95.81","10988"
"2107","厚生","2020","厚生","FRG","厚生股份有限公司","FORMOSAN RUBBER GROUP INC.","臺北市漢口街一段82號8樓","(02)23700988","(02)23123313","","","","","3423","19630122","19920303","","","19830108","28","徐正材","徐正己","江瑞瑭","副總經理","1","http://www.frg.com.tw","sport@frgco.com.tw","台新國際商業銀行股務代理部","(02)25048125","11","橡膠工業","Rubber","TWB21","橡膠類","C21010","傳產-橡膠","營建44.46%、橡膠皮24.48%、倉儲收入12.66%、綠塑皮9.86%、塑膠皮6.77%(生產銷售橡膠皮、生產銷售塑膠皮、生產銷售乳膠皮)","TW0002107000","03283306","3423260","3423260","","342326","","10","NTD","","正風聯合會計師事務所","28.89","71.11","199"
"2108","南帝","2020","南帝","NANTEX","南帝化學工業股份有限公司","NANTEX INDUSTRY.CO.LTD.","高雄市林園區工業一路九號","(07)6413621","(07)6424828","","","","","4924","19790110","19921027","","","","28","楊東源","許建祝","黃勝仲","協理","1","http://www.nantex.com.tw","nantex@nantex.com.tw","統一綜合證券股份有限公司","(02)27463797","11","橡膠工業","Rubber","TWB21","橡膠類","C21010","傳產-橡膠","乳膠製造買賣、橡膠製造買賣、熱可塑性橡膠製造買賣、鞋中底製造買賣","TW0002108008","12209807","4924166.59","4924166.59","","492416.659","","10","NTD","","資誠會計師事務所","45.71","54.29","301"
"2109","華豐","2020","華豐","HWA FONG","華豐橡膠工業股份有限公司","HWA FONG RUBBER IND. CO. LTD.","彰化縣大村鄉村上村中山路二段300號","(04)852-0121","(04)852-7704","","","","","3323","19590527","20000508","19980604","","19890505","22","沈國榮","王嶠奇","吳品儀","副總經理","1","http://www.duro.com.tw","durofina@duro.com.tw","兆豐證券股份有限公司股務代理部","(02)3393-0898","11","橡膠工業","Rubber","TWB21","橡膠類","C21010","傳產-橡膠","橡膠塑膠製品之製造加工及內外銷、有關上項之進出口業務、經營上項附帶業務","TW0002109006","59760104","3323491.34","3323491.34","","332349.134","","10","NTD","","資誠聯合會計師事務所","","",""
"2114","鑫永銓","2020","鑫永銓","HYC","鑫永銓股份有限公司","HSIN YUNG CHIEN CO.LTD.","南投市南崗工業區南崗三路294號","049-2263888","049-2263901","","","","","709","19690822","20101229","20060928","20040831","20030923","14","林季進","林季佑","胡美惠","特別助理","1","http://www.hyc-king.com","hyc2@hyc-king.com","群益金鼎證券股份有限公司","02-27023999","11","橡膠工業","Rubber","TWB21","橡膠類","C21010","傳產-橡膠","橡膠輸送帶及其他橡膠製品","TW0002114006","51704734","709015.52","709015.52","","70901.552","","10","NTD","","資誠聯合會計師事務所","9.88","90.12","120"
"2115","六暉-KY","2020","六暉-KY","LU HAI","六暉控股股份有限公司","LU HAI HOLDING CORP.","The Grand Pavilion Commercial Centre  Oleander Way  802 West","04-8748122","04-8747116","KY開曼群島","許廉凱","04-8748122","彰化縣田中鎮田中工業區新工五路64號","904","20091019","20131225","","","20131030","6","許廉凱","許廉凱","張琪琪","總經理室協理","1","http://www.luhai.com.tw","luhai.lhh@luhai.com.tw","永豐金證券股務代理部","(02)2381-6288","12","汽車工業","Automobile","TWB22","汽車類","C22020","傳產-汽車零組件","各式氣門嘴之製造及銷售","KYG5700L1086","38773146","903663.75","903663.75","","90366.375","","10","NTD","","國富浩華聯合會計師事務所","0","100","1314"
"2201","裕隆","2020","裕隆","YL","裕隆汽車製造股份有限公司","YULON MOTOR CO.LTD","苗栗縣三義鄉西湖村伯公坑39號之1","037-871801","037-874790","","","","","10000","19530910","19760708","","","","44","嚴陳莉蓮","姚振祥","羅文邑","協理","1","http://www.yulon-motor.com.tw","webmaster@yulon-motor.com.tw","裕隆汽車製造股份有限公司股務組","02-25156421","12","汽車工業","Automobile","TWB22","汽車類","C22010","傳產-汽車","汽車、零件、保修及其他","TW0002201001","03489200","10000000","10000000","","1000000","","10","NTD","","勤業眾信聯合會計師事務所","99.53","0.47","1063"
"2204","中華","2020","中華","CMC","中華汽車工業股份有限公司","China Motor Corporation","台北市敦化南路二段二號十一樓","02-23250000","02-27082913","","","","","5536","19690613","19910312","","","","29","嚴陳莉蓮","陳昭文","黃振昌","協理","1","http://www.china-motor.com.tw","0800@china-motor.com","中華汽車工業股份有限公司","02-25156421","12","汽車工業","Automobile","TWB22","汽車類","C22010","傳產-汽車","汽車及相關零組件等之製造、銷售","TW0002204005","03098415","5536203.42","5536203.42","","553620.342","","10","NTD","","勤業眾信聯合會計師事務所","98.9","1.1","3085"
